Order_ID,Order_Date,Month,Quarter,Region,City,Saree_Type,Fabric,Occasion,Sales_Channel,Customer_Age,Unit_Price_INR,Discount_Pct,Units_Sold,Revenue_INR,Customer_Rating
SAR10563,2026-09-03,September,2026Q3,Gujarat,Ahmedabad,Chiffon,Chiffon,Party,Offline Store,47,2700,15,10,22950.0,4.9
SAR10564,2026-06-05,June,2026Q2,Tamil Nadu,Erode,Organza,Organza,Gift,Offline Store,39,3450,10,7,21735.0,4.0
SAR10565,2026-06-28,June,2026Q2,Telangana,Hyderabad,Kanjivaram Silk,Silk,Festival,Social Commerce,46,12500,0,2,25000.0,5.0
SAR10566,2026-07-20,July,2026Q3,Tamil Nadu,Erode,Handloom,Handloom,Office Wear,Online Website,39,3550,20,4,11360.0,5.0
SAR10567,2026-02-06,February,2026Q1,Karnataka,Bengaluru,Designer,Synthetic Blend,Daily Wear,Social Commerce,30,3450,10,3,9315.0,4.9
SAR10568,2026-03-21,March,2026Q1,Tamil Nadu,Madurai,Organza,Organza,Office Wear,Offline Store,28,3350,5,7,22277.5,4.3
SAR10569,2026-03-23,March,2026Q1,Gujarat,Surat,Designer,Synthetic Blend,Wedding,Social Commerce,18,7000,5,2,13300.0,4.4
SAR10570,2026-05-11,May,2026Q2,West Bengal,Howrah,Ready-to-Wear,Synthetic Blend,Party,Online Website,33,4350,10,9,35235.0,4.8
SAR10571,2026-08-14,August,2026Q3,Karnataka,Mysuru,Chiffon,Chiffon,Festival,Marketplace,35,2450,10,6,13230.0,4.4
SAR10572,2026-09-24,September,2026Q3,Tamil Nadu,Coimbatore,Georgette,Georgette,Daily Wear,Offline Store,29,3050,5,9,26077.5,4.6
SAR10573,2026-11-26,November,2026Q4,Maharashtra,Mumbai,Ready-to-Wear,Synthetic Blend,Daily Wear,Online Website,36,3500,20,5,14000.0,4.3
SAR10574,2026-05-07,May,2026Q2,Delhi NCR,Noida,Linen,Linen,Festival,Marketplace,30,2950,20,6,14160.0,4.8
SAR10575,2026-07-09,July,2026Q3,West Bengal,Kolkata,Cotton,Cotton,Daily Wear,Online Website,53,1400,0,8,11200.0,4.2
SAR10576,2026-10-22,October,2026Q4,Delhi NCR,Noida,Organza,Organza,Festival,Online Website,40,3900,0,6,23400.0,4.6
SAR10577,2026-06-07,June,2026Q2,Tamil Nadu,Chennai,Banarasi Silk,Silk,Office Wear,Marketplace,22,8550,20,2,13680.0,4.3
SAR10578,2026-07-28,July,2026Q3,West Bengal,Kolkata,Organza,Organza,Party,Offline Store,37,1950,5,3,5557.5,3.9
SAR10579,2026-06-04,June,2026Q2,Telangana,Warangal,Organza,Organza,Office Wear,Offline Store,28,2100,10,6,11340.0,4.2
SAR10580,2026-10-22,October,2026Q4,Tamil Nadu,Chennai,Cotton,Cotton,Daily Wear,Offline Store,35,1250,10,9,10125.0,4.6
SAR10581,2026-05-31,May,2026Q2,Tamil Nadu,Chennai,Ready-to-Wear,Synthetic Blend,Festival,Marketplace,44,4450,0,5,22250.0,4.1
SAR10582,2026-07-30,July,2026Q3,Gujarat,Ahmedabad,Cotton,Cotton,Office Wear,Marketplace,26,950,15,8,6460.0,4.3
SAR10583,2026-11-01,November,2026Q4,West Bengal,Howrah,Georgette,Georgette,Party,Offline Store,36,2700,10,12,29160.0,4.8
SAR10584,2026-12-12,December,2026Q4,Tamil Nadu,Chennai,Linen,Linen,Gift,Offline Store,32,2750,0,9,24750.0,3.5
SAR10585,2026-06-13,June,2026Q2,Karnataka,Mysuru,Handloom,Handloom,Festival,Online Website,46,3750,0,6,22500.0,3.8
SAR10586,2026-04-30,April,2026Q2,Kerala,Kochi,Cotton,Cotton,Festival,Online Website,21,1300,5,7,8645.0,4.0
SAR10587,2026-08-10,August,2026Q3,Tamil Nadu,Erode,Cotton,Cotton,Office Wear,Offline Store,20,1450,15,14,17255.0,4.0
SAR10588,2026-10-08,October,2026Q4,Karnataka,Mysuru,Cotton,Cotton,Daily Wear,Online Website,26,1300,25,14,13650.0,4.5
SAR10589,2026-05-21,May,2026Q2,West Bengal,Kolkata,Kanjivaram Silk,Silk,Gift,Marketplace,21,13050,25,3,29362.5,4.2
SAR10590,2026-03-17,March,2026Q1,Maharashtra,Mumbai,Designer,Synthetic Blend,Daily Wear,Online Website,47,7200,20,4,23040.0,4.5
SAR10591,2026-08-02,August,2026Q3,Maharashtra,Pune,Ready-to-Wear,Synthetic Blend,Party,Marketplace,37,2550,15,6,13005.0,4.0
SAR10592,2026-03-14,March,2026Q1,Tamil Nadu,Erode,Handloom,Handloom,Office Wear,Social Commerce,26,4900,0,3,14700.0,3.1
SAR10593,2026-10-04,October,2026Q4,Delhi NCR,Noida,Designer,Synthetic Blend,Wedding,Online Website,40,7100,10,3,19170.0,4.3
SAR10594,2026-07-05,July,2026Q3,Tamil Nadu,Madurai,Chiffon,Chiffon,Festival,Online Website,29,2150,15,6,10965.0,3.8
SAR10595,2026-11-13,November,2026Q4,Delhi NCR,Delhi,Georgette,Georgette,Daily Wear,Online Website,33,1750,0,7,12250.0,5.0
SAR10596,2026-08-14,August,2026Q3,Maharashtra,Pune,Linen,Linen,Festival,Offline Store,49,3550,5,7,23607.5,4.9
SAR10597,2026-04-21,April,2026Q2,Tamil Nadu,Chennai,Ready-to-Wear,Synthetic Blend,Wedding,Social Commerce,30,4600,5,6,26220.0,4.1
SAR10598,2026-01-10,January,2026Q1,Tamil Nadu,Chennai,Georgette,Georgette,Office Wear,Offline Store,32,1750,15,7,10412.5,4.7
SAR10599,2026-05-10,May,2026Q2,Telangana,Hyderabad,Kanjivaram Silk,Silk,Daily Wear,Online Website,30,9000,5,4,34200.0,3.9
SAR10600,2026-01-25,January,2026Q1,Telangana,Hyderabad,Handloom,Handloom,Daily Wear,Offline Store,44,4150,0,9,37350.0,4.8
